"Watershed_designation","Fire_treatment","Year","Plot_number","Transect_number","Grass_cover","Shrub_cover","richness","shannon"
"20d","infrequent_to_annual_reversal",1996,6,2,22,0,1,0
"20d","infrequent_to_annual_reversal",1996,7,2,69.5,0,1,0
"20d","infrequent_to_annual_reversal",1996,8,2,51,0.5,2,0.0546588236180275
"20d","infrequent_to_annual_reversal",1996,9,2,81,3.5,2,0.172431393319325
"20d","infrequent_to_annual_reversal",1996,10,2,51,0,1,0
"20d","infrequent_to_annual_reversal",1996,11,3,22,0,1,0
"20d","infrequent_to_annual_reversal",1996,12,3,34,0,1,0
"20d","infrequent_to_annual_reversal",1996,13,3,47.5,0,1,0
"20d","infrequent_to_annual_reversal",1996,14,3,33.5,0,1,0
"20d","infrequent_to_annual_reversal",1996,15,3,37,0,1,0
"20d","infrequent_to_annual_reversal",1996,16,4,39.5,0,1,0
"20d","infrequent_to_annual_reversal",1996,17,4,69.5,0,1,0
"20d","infrequent_to_annual_reversal",1996,18,4,51,0,1,0
"20d","infrequent_to_annual_reversal",1996,19,4,47.5,0,1,0
"20d","infrequent_to_annual_reversal",1996,20,4,51,15,2,0.535959889216217
"20d","infrequent_to_annual_reversal",1997,1,1,36.5,0,1,0
"20d","infrequent_to_annual_reversal",1997,2,1,39.5,0,1,0
"20d","infrequent_to_annual_reversal",1997,3,1,47.5,32.5,2,0.675464582450903
"20d","infrequent_to_annual_reversal",1997,4,1,51,0,1,0
"20d","infrequent_to_annual_reversal",1997,5,1,63,0,1,0
"20d","infrequent_to_annual_reversal",1997,6,2,22,0,1,0
"20d","infrequent_to_annual_reversal",1997,7,2,39.5,0,1,0
"20d","infrequent_to_annual_reversal",1997,8,2,51,0.5,2,0.0546588236180275
"20d","infrequent_to_annual_reversal",1997,9,2,81,3.5,2,0.172431393319325
"20d","infrequent_to_annual_reversal",1997,10,2,51.5,0,1,0
"20d","infrequent_to_annual_reversal",1997,11,3,22,0,1,0
"20d","infrequent_to_annual_reversal",1997,12,3,22.5,0,1,0
"20d","infrequent_to_annual_reversal",1997,13,3,47.5,0,1,0
"20d","infrequent_to_annual_reversal",1997,14,3,22,0,1,0
"20d","infrequent_to_annual_reversal",1997,15,3,25.5,0,1,0
"20d","infrequent_to_annual_reversal",1997,16,4,39.5,0.5,2,0.0671968803626978
"20d","infrequent_to_annual_reversal",1997,17,4,69.5,0,1,0
"20d","infrequent_to_annual_reversal",1997,18,4,51,0,1,0
"20d","infrequent_to_annual_reversal",1997,19,4,36.5,0,1,0
"20d","infrequent_to_annual_reversal",1997,20,4,51,15,2,0.535959889216217
"20d","infrequent_to_annual_reversal",1998,1,1,36.5,0.5,2,0.071584833692919
"20d","infrequent_to_annual_reversal",1998,2,1,39.5,0,1,0
"20d","infrequent_to_annual_reversal",1998,3,1,36,32.5,2,0.691841268073582
"20d","infrequent_to_annual_reversal",1998,4,1,51,0,1,0
"20d","infrequent_to_annual_reversal",1998,5,1,51.5,0,1,0
"20d","infrequent_to_annual_reversal",1998,6,2,22.5,0,1,0
"20d","infrequent_to_annual_reversal",1998,7,2,39.5,0,1,0
"20d","infrequent_to_annual_reversal",1998,8,2,51,0.5,2,0.0546588236180275
"20d","infrequent_to_annual_reversal",1998,9,2,81,3.5,2,0.172431393319325
"20d","infrequent_to_annual_reversal",1998,10,2,51.5,0,1,0
"20d","infrequent_to_annual_reversal",1998,11,3,22,0,1,0
"20d","infrequent_to_annual_reversal",1998,12,3,22.5,0.5,2,0.104732439105087
"20d","infrequent_to_annual_reversal",1998,13,3,48,0,1,0
"20d","infrequent_to_annual_reversal",1998,14,3,22.5,0,1,0
"20d","infrequent_to_annual_reversal",1998,15,3,25.5,0,1,0
"20d","infrequent_to_annual_reversal",1998,16,4,36,0.5,2,0.0723777895161175
"20d","infrequent_to_annual_reversal",1998,17,4,69.5,0,1,0
"20d","infrequent_to_annual_reversal",1998,18,4,39.5,0,1,0
"20d","infrequent_to_annual_reversal",1998,19,4,36.5,0,1,0
"20d","infrequent_to_annual_reversal",1998,20,4,51,15,2,0.535959889216217
"20d","infrequent_to_annual_reversal",1999,1,1,36.5,0.5,2,0.071584833692919
"20d","infrequent_to_annual_reversal",1999,2,1,39.5,0,1,0
"20d","infrequent_to_annual_reversal",1999,3,1,36,32.5,2,0.691841268073582
"20d","infrequent_to_annual_reversal",1999,4,1,81,0,1,0
"20d","infrequent_to_annual_reversal",1999,5,1,51.5,0,1,0
"20d","infrequent_to_annual_reversal",1999,6,2,22.5,0,1,0
"20d","infrequent_to_annual_reversal",1999,7,2,39.5,0,1,0
"20d","infrequent_to_annual_reversal",1999,8,2,51,0.5,2,0.0546588236180275
"20d","infrequent_to_annual_reversal",1999,9,2,81,3.5,2,0.172431393319325
"20d","infrequent_to_annual_reversal",1999,10,2,69,0,1,0
"20d","infrequent_to_annual_reversal",1999,11,3,22,0,1,0
"20d","infrequent_to_annual_reversal",1999,12,3,22.5,0.5,2,0.104732439105087
"20d","infrequent_to_annual_reversal",1999,13,3,48,0,1,0
"20d","infrequent_to_annual_reversal",1999,14,3,22.5,0,1,0
"20d","infrequent_to_annual_reversal",1999,15,3,25.5,0,1,0
"20d","infrequent_to_annual_reversal",1999,16,4,36,0.5,2,0.0723777895161175
"20d","infrequent_to_annual_reversal",1999,17,4,69.5,0,1,0
"20d","infrequent_to_annual_reversal",1999,18,4,39.5,0,1,0
"20d","infrequent_to_annual_reversal",1999,19,4,36.5,0,1,0
"20d","infrequent_to_annual_reversal",1999,20,4,51,15,2,0.535959889216217
"r1a","infrequent_to_annual_reversal",2000,1,1,47.5,4,2,0.273041250020994
"r1a","infrequent_to_annual_reversal",2000,2,1,51,3.5,2,0.238424964812787
"r1a","infrequent_to_annual_reversal",2000,3,1,36,32.5,2,0.691841268073582
"r1a","infrequent_to_annual_reversal",2000,4,1,18.5,0,1,0
"r1a","infrequent_to_annual_reversal",2000,5,1,36,0,1,0
"r1a","infrequent_to_annual_reversal",2000,6,2,78,85,2,0.69222476961986
"r1a","infrequent_to_annual_reversal",2000,7,2,100,1,2,0.0555460752688918
"r1a","infrequent_to_annual_reversal",2000,8,2,63,0,1,0
"r1a","infrequent_to_annual_reversal",2000,9,2,77.5,1,2,0.0682382417584793
"r1a","infrequent_to_annual_reversal",2000,10,2,36,0,1,0
"r1a","infrequent_to_annual_reversal",2000,11,3,33.5,4,2,0.339488942434532
"r1a","infrequent_to_annual_reversal",2000,12,3,36.5,0,1,0
"r1a","infrequent_to_annual_reversal",2000,13,3,63,4,2,0.226145377493263
"r1a","infrequent_to_annual_reversal",2000,14,3,85.5,3.5,2,0.165795689587916
"r1a","infrequent_to_annual_reversal",2000,15,3,39.5,0,1,0
"r1a","infrequent_to_annual_reversal",2000,16,4,36.5,15,2,0.603277913921896
"r1a","infrequent_to_annual_reversal",2000,17,4,77.5,15,2,0.443237908471039
"r1a","infrequent_to_annual_reversal",2000,18,4,34,0,1,0
"r1a","infrequent_to_annual_reversal",2000,19,4,77.5,0,1,0
"r1a","infrequent_to_annual_reversal",2000,20,4,66,4,2,0.219032521789021
"r1a","infrequent_to_annual_reversal",2001,1,1,48,4,2,0.271189373041844
"r1a","infrequent_to_annual_reversal",2001,2,1,51,3.5,2,0.238424964812787
"r1a","infrequent_to_annual_reversal",2001,3,1,36,32.5,2,0.691841268073582
"r1a","infrequent_to_annual_reversal",2001,4,1,30,0,1,0
"r1a","infrequent_to_annual_reversal",2001,5,1,66,0,1,0
"r1a","infrequent_to_annual_reversal",2001,6,2,78,85,2,0.69222476961986
"r1a","infrequent_to_annual_reversal",2001,7,2,100,0.5,2,0.0313473294043129
"r1a","infrequent_to_annual_reversal",2001,8,2,85.5,0.5,2,0.0357243130811575
"r1a","infrequent_to_annual_reversal",2001,9,2,100,0.5,2,0.0313473294043129
"r1a","infrequent_to_annual_reversal",2001,10,2,39.5,0,1,0
"r1a","infrequent_to_annual_reversal",2001,11,3,33.5,3.5,2,0.313041085871982
"r1a","infrequent_to_annual_reversal",2001,12,3,36.5,0,1,0
"r1a","infrequent_to_annual_reversal",2001,13,3,85.5,1,2,0.0630559729771158
"r1a","infrequent_to_annual_reversal",2001,14,3,85.5,3.5,2,0.165795689587916
"r1a","infrequent_to_annual_reversal",2001,15,3,39.5,0,1,0
"r1a","infrequent_to_annual_reversal",2001,16,4,36.5,3.5,2,0.296715256583635
"r1a","infrequent_to_annual_reversal",2001,17,4,77.5,3.5,2,0.178014457665283
"r1a","infrequent_to_annual_reversal",2001,18,4,34,0,1,0
"r1a","infrequent_to_annual_reversal",2001,19,4,77.5,0,1,0
"r1a","infrequent_to_annual_reversal",2001,20,4,66,36,2,0.649248354870898
"r1a","infrequent_to_annual_reversal",2002,1,1,51,1,2,0.0950301172556463
"r1a","infrequent_to_annual_reversal",2002,2,1,62.5,0.5,2,0.0462881199452269
"r1a","infrequent_to_annual_reversal",2002,3,1,36,32.5,2,0.691841268073582
"r1a","infrequent_to_annual_reversal",2002,4,1,30.5,0,1,0
"r1a","infrequent_to_annual_reversal",2002,5,1,66,0,1,0
"r1a","infrequent_to_annual_reversal",2002,6,2,81,85,2,0.692856834560492
"r1a","infrequent_to_annual_reversal",2002,7,2,118,0.5,2,0.0272824787467599
"r1a","infrequent_to_annual_reversal",2002,8,2,88.5,0,1,0
"r1a","infrequent_to_annual_reversal",2002,9,2,113,0,1,0
"r1a","infrequent_to_annual_reversal",2002,10,2,81,0,1,0
"r1a","infrequent_to_annual_reversal",2002,11,3,33.5,3.5,2,0.313041085871982
"r1a","infrequent_to_annual_reversal",2002,12,3,48,0,1,0
"r1a","infrequent_to_annual_reversal",2002,13,3,85.5,0.5,2,0.0357243130811575
"r1a","infrequent_to_annual_reversal",2002,14,3,98,0.5,2,0.031881529706611
"r1a","infrequent_to_annual_reversal",2002,15,3,39.5,0,1,0
"r1a","infrequent_to_annual_reversal",2002,16,4,36.5,3.5,2,0.296715256583635
"r1a","infrequent_to_annual_reversal",2002,17,4,77.5,3.5,2,0.178014457665283
"r1a","infrequent_to_annual_reversal",2002,18,4,45.5,0.5,2,0.0599601521247648
"r1a","infrequent_to_annual_reversal",2002,19,4,78,0,1,0
"r1a","infrequent_to_annual_reversal",2002,20,4,66,47.5,2,0.679803944867075
"r1a","infrequent_to_annual_reversal",2003,1,1,51,0.5,2,0.0546588236180275
"r1a","infrequent_to_annual_reversal",2003,2,1,62.5,0.5,2,0.0462881199452269
"r1a","infrequent_to_annual_reversal",2003,3,1,36,15,2,0.605797499372304
"r1a","infrequent_to_annual_reversal",2003,4,1,30.5,0,1,0
"r1a","infrequent_to_annual_reversal",2003,5,1,66,0,1,0
"r1a","infrequent_to_annual_reversal",2003,6,2,81,62.5,2,0.684813841298179
"r1a","infrequent_to_annual_reversal",2003,7,2,118,0.5,2,0.0272824787467599
"r1a","infrequent_to_annual_reversal",2003,8,2,88.5,0,1,0
"r1a","infrequent_to_annual_reversal",2003,9,2,113,0.5,2,0.0282940270164837
"r1a","infrequent_to_annual_reversal",2003,10,2,81,0,1,0
"r1a","infrequent_to_annual_reversal",2003,11,3,33.5,0.5,2,0.0766488007761842
"r1a","infrequent_to_annual_reversal",2003,12,3,48,0,1,0
"r1a","infrequent_to_annual_reversal",2003,13,3,85.5,1,2,0.0630559729771158
"r1a","infrequent_to_annual_reversal",2003,14,3,98,0.5,2,0.031881529706611
"r1a","infrequent_to_annual_reversal",2003,15,3,39.5,0,1,0
"r1a","infrequent_to_annual_reversal",2003,16,4,36.5,3.5,2,0.296715256583635
"r1a","infrequent_to_annual_reversal",2003,17,4,77.5,3.5,2,0.178014457665283
"r1a","infrequent_to_annual_reversal",2003,18,4,63,3.5,2,0.206192050633232
"r1a","infrequent_to_annual_reversal",2003,19,4,78,0,1,0
"r1a","infrequent_to_annual_reversal",2003,20,4,66,47.5,2,0.679803944867075
"r1a","infrequent_to_annual_reversal",2004,1,1,121,0.5,2,0.026711938279157
"r1a","infrequent_to_annual_reversal",2004,2,1,103.5,0.5,2,0.030457357557417
"r1a","infrequent_to_annual_reversal",2004,3,1,100,3.5,2,0.147767854362014
"r1a","infrequent_to_annual_reversal",2004,4,1,95.5,0,1,0
"r1a","infrequent_to_annual_reversal",2004,5,1,100,0,1,0
"r1a","infrequent_to_annual_reversal",2004,6,2,103.5,32.5,2,0.549890438541777
"r1a","infrequent_to_annual_reversal",2004,7,2,130.5,0.5,2,0.0250627239472686
"r1a","infrequent_to_annual_reversal",2004,8,2,112.5,0,1,0
"r1a","infrequent_to_annual_reversal",2004,9,2,118,0.5,2,0.0272824787467599
"r1a","infrequent_to_annual_reversal",2004,10,2,121,0,1,0
"r1a","infrequent_to_annual_reversal",2004,11,3,69,0.5,2,0.0426681162120281
"r1a","infrequent_to_annual_reversal",2004,12,3,78,0,1,0
"r1a","infrequent_to_annual_reversal",2004,13,3,85.5,1,2,0.0630559729771158
"r1a","infrequent_to_annual_reversal",2004,14,3,98,0.5,2,0.031881529706611
"r1a","infrequent_to_annual_reversal",2004,15,3,81,0,1,0
"r1a","infrequent_to_annual_reversal",2004,16,4,36.5,0.5,2,0.071584833692919
"r1a","infrequent_to_annual_reversal",2004,17,4,100,0.5,2,0.0313473294043129
"r1a","infrequent_to_annual_reversal",2004,18,4,63,3.5,2,0.206192050633232
"r1a","infrequent_to_annual_reversal",2004,19,4,78,0,1,0
"r1a","infrequent_to_annual_reversal",2004,20,4,66,30,2,0.621086374555245
"r1a","infrequent_to_annual_reversal",2005,1,1,121,0.5,2,0.026711938279157
"r1a","infrequent_to_annual_reversal",2005,2,1,121,3.5,2,0.128118355206453
"r1a","infrequent_to_annual_reversal",2005,3,1,117.5,0.5,2,0.0273801278057908
"r1a","infrequent_to_annual_reversal",2005,4,1,95.5,0,1,0
"r1a","infrequent_to_annual_reversal",2005,5,1,100,0,1,0
"r1a","infrequent_to_annual_reversal",2005,6,2,103.5,32.5,2,0.549890438541777
"r1a","infrequent_to_annual_reversal",2005,7,2,130.5,0,1,0
"r1a","infrequent_to_annual_reversal",2005,8,2,112.5,0,1,0
"r1a","infrequent_to_annual_reversal",2005,9,2,118,0,1,0
"r1a","infrequent_to_annual_reversal",2005,10,2,128.5,0,1,0
"r1a","infrequent_to_annual_reversal",2005,11,3,69,0,1,0
"r1a","infrequent_to_annual_reversal",2005,12,3,78,0,1,0
"r1a","infrequent_to_annual_reversal",2005,13,3,85.5,0,1,0
"r1a","infrequent_to_annual_reversal",2005,14,3,98,0.5,2,0.031881529706611
"r1a","infrequent_to_annual_reversal",2005,15,3,81,0,1,0
"r1a","infrequent_to_annual_reversal",2005,16,4,39.5,0,1,0
"r1a","infrequent_to_annual_reversal",2005,17,4,95,0.5,2,0.0327206861068792
"r1a","infrequent_to_annual_reversal",2005,18,4,63,3.5,2,0.206192050633232
"r1a","infrequent_to_annual_reversal",2005,19,4,95.5,0,1,0
"r1a","infrequent_to_annual_reversal",2005,20,4,77.5,7,2,0.285651994585222
"r1a","infrequent_to_annual_reversal",2006,1,1,121,0.5,2,0.026711938279157
"r1a","infrequent_to_annual_reversal",2006,2,1,121,3.5,2,0.128118355206453
"r1a","infrequent_to_annual_reversal",2006,3,1,95,0,1,0
"r1a","infrequent_to_annual_reversal",2006,4,1,65.5,0,1,0
"r1a","infrequent_to_annual_reversal",2006,5,1,65,0,1,0
"r1a","infrequent_to_annual_reversal",2006,6,2,98.5,3.5,2,0.149431240879653
"r1a","infrequent_to_annual_reversal",2006,7,2,125.5,0,1,0
"r1a","infrequent_to_annual_reversal",2006,8,2,95,0,1,0
"r1a","infrequent_to_annual_reversal",2006,9,2,125.5,1,2,0.0461365951180433
"r1a","infrequent_to_annual_reversal",2006,10,2,128.5,0,1,0
"r1a","infrequent_to_annual_reversal",2006,11,3,99,0,1,0
"r1a","infrequent_to_annual_reversal",2006,12,3,65.5,0,1,0
"r1a","infrequent_to_annual_reversal",2006,13,3,95,1,2,0.0579075174881343
"r1a","infrequent_to_annual_reversal",2006,14,3,88.5,0.5,2,0.0347133105978843
"r1a","infrequent_to_annual_reversal",2006,15,3,98.5,0,1,0
"r1a","infrequent_to_annual_reversal",2006,16,4,51,0,1,0
"r1a","infrequent_to_annual_reversal",2006,17,4,95,0.5,2,0.0327206861068792
"r1a","infrequent_to_annual_reversal",2006,18,4,80.5,3.5,2,0.173205206749177
"r1a","infrequent_to_annual_reversal",2006,19,4,95.5,0,1,0
"r1a","infrequent_to_annual_reversal",2006,20,4,65.5,7,2,0.317439591013923
"r1a","infrequent_to_annual_reversal",2007,1,1,121,0.5,2,0.026711938279157
"r1a","infrequent_to_annual_reversal",2007,2,1,121,1,2,0.0475402577069806
"r1a","infrequent_to_annual_reversal",2007,3,1,95,0.5,2,0.0327206861068792
"r1a","infrequent_to_annual_reversal",2007,4,1,95.5,0.5,2,0.0325775347522279
"r1a","infrequent_to_annual_reversal",2007,5,1,95,0.5,2,0.0327206861068792
"r1a","infrequent_to_annual_reversal",2007,6,2,128.5,3.5,2,0.122411508974124
"r1a","infrequent_to_annual_reversal",2007,7,2,95.5,0,1,0
"r1a","infrequent_to_annual_reversal",2007,8,2,95,0,1,0
"r1a","infrequent_to_annual_reversal",2007,9,2,125.5,0,1,0
"r1a","infrequent_to_annual_reversal",2007,10,2,128.5,0,1,0
"r1a","infrequent_to_annual_reversal",2007,11,3,102,0,1,0
"r1a","infrequent_to_annual_reversal",2007,12,3,65.5,0,1,0
"r1a","infrequent_to_annual_reversal",2007,13,3,95,1,2,0.0579075174881343
"r1a","infrequent_to_annual_reversal",2007,14,3,88.5,0,1,0
"r1a","infrequent_to_annual_reversal",2007,15,3,68.5,0,1,0
"r1a","infrequent_to_annual_reversal",2007,16,4,51,1,2,0.0950301172556463
"r1a","infrequent_to_annual_reversal",2007,17,4,95,0.5,2,0.0327206861068792
"r1a","infrequent_to_annual_reversal",2007,18,4,80.5,3.5,2,0.173205206749177
"r1a","infrequent_to_annual_reversal",2007,19,4,95.5,0.5,2,0.0325775347522279
"r1a","infrequent_to_annual_reversal",2007,20,4,65.5,4,2,0.220183417499112
"r1a","infrequent_to_annual_reversal",2008,1,1,121,0.5,2,0.026711938279157
"r1a","infrequent_to_annual_reversal",2008,2,1,121,1,2,0.0475402577069806
"r1a","infrequent_to_annual_reversal",2008,3,1,95,0,1,0
"r1a","infrequent_to_annual_reversal",2008,4,1,118,0,1,0
"r1a","infrequent_to_annual_reversal",2008,5,1,95,0,1,0
"r1a","infrequent_to_annual_reversal",2008,6,2,125.5,0.5,2,0.0259025489317497
"r1a","infrequent_to_annual_reversal",2008,7,2,95,0,1,0
"r1a","infrequent_to_annual_reversal",2008,8,2,95,0,1,0
"r1a","infrequent_to_annual_reversal",2008,9,2,95.5,0.5,2,0.0325775347522279
"r1a","infrequent_to_annual_reversal",2008,10,2,128.5,0,1,0
"r1a","infrequent_to_annual_reversal",2008,11,3,102,0,1,0
"r1a","infrequent_to_annual_reversal",2008,12,3,95,0,1,0
"r1a","infrequent_to_annual_reversal",2008,13,3,95,0,1,0
"r1a","infrequent_to_annual_reversal",2008,14,3,88.5,0.5,2,0.0347133105978843
"r1a","infrequent_to_annual_reversal",2008,15,3,68.5,0,1,0
"r1a","infrequent_to_annual_reversal",2008,16,4,68.5,0.5,2,0.0429247950234865
"r1a","infrequent_to_annual_reversal",2008,17,4,95,0.5,2,0.0327206861068792
"r1a","infrequent_to_annual_reversal",2008,18,4,80,3.5,2,0.173986737681429
"r1a","infrequent_to_annual_reversal",2008,19,4,98.5,3.5,2,0.149431240879653
"r1a","infrequent_to_annual_reversal",2008,20,4,65,15.5,2,0.489894539529399
"r1a","infrequent_to_annual_reversal",2009,1,1,98.5,1,2,0.056232317576233
"r1a","infrequent_to_annual_reversal",2009,2,1,121,0.5,2,0.026711938279157
"r1a","infrequent_to_annual_reversal",2009,3,1,125,0,1,0
"r1a","infrequent_to_annual_reversal",2009,4,1,118,0,1,0
"r1a","infrequent_to_annual_reversal",2009,5,1,125,0,1,0
"r1a","infrequent_to_annual_reversal",2009,6,2,125.5,0.5,2,0.0259025489317497
"r1a","infrequent_to_annual_reversal",2009,7,2,95,0,1,0
"r1a","infrequent_to_annual_reversal",2009,8,2,95,0,1,0
"r1a","infrequent_to_annual_reversal",2009,9,2,95.5,0.5,2,0.0325775347522279
"r1a","infrequent_to_annual_reversal",2009,10,2,128.5,0,1,0
"r1a","infrequent_to_annual_reversal",2009,11,3,113.5,0,1,0
"r1a","infrequent_to_annual_reversal",2009,12,3,98.5,0,1,0
"r1a","infrequent_to_annual_reversal",2009,13,3,95,0,1,0
"r1a","infrequent_to_annual_reversal",2009,14,3,88.5,0,1,0
"r1a","infrequent_to_annual_reversal",2009,15,3,68.5,0,1,0
"r1a","infrequent_to_annual_reversal",2009,16,4,98.5,0,1,0
"r1a","infrequent_to_annual_reversal",2009,17,4,117.5,0.5,2,0.0273801278057908
"r1a","infrequent_to_annual_reversal",2009,18,4,80.5,15,2,0.434775919081378
"r1a","infrequent_to_annual_reversal",2009,19,4,98.5,3.5,2,0.149431240879653
"r1a","infrequent_to_annual_reversal",2009,20,4,65.5,15.5,2,0.488186133513925
"r1a","infrequent_to_annual_reversal",2010,1,1,98.5,3.5,2,0.149431240879653
"r1a","infrequent_to_annual_reversal",2010,2,1,121,1,2,0.0475402577069806
"r1a","infrequent_to_annual_reversal",2010,3,1,125,0,1,0
"r1a","infrequent_to_annual_reversal",2010,4,1,125.5,0,1,0
"r1a","infrequent_to_annual_reversal",2010,5,1,125,0,1,0
"r1a","infrequent_to_annual_reversal",2010,6,2,125.5,0.5,2,0.0259025489317497
"r1a","infrequent_to_annual_reversal",2010,7,2,95,0,1,0
"r1a","infrequent_to_annual_reversal",2010,8,2,95,0,1,0
"r1a","infrequent_to_annual_reversal",2010,9,2,95.5,0,1,0
"r1a","infrequent_to_annual_reversal",2010,10,2,128.5,0,1,0
"r1a","infrequent_to_annual_reversal",2010,11,3,110.5,0,1,0
"r1a","infrequent_to_annual_reversal",2010,12,3,98.5,0,1,0
"r1a","infrequent_to_annual_reversal",2010,13,3,117.5,0,1,0
"r1a","infrequent_to_annual_reversal",2010,14,3,101,0.5,2,0.031087383598224
"r1a","infrequent_to_annual_reversal",2010,15,3,98.5,0,1,0
"r1a","infrequent_to_annual_reversal",2010,16,4,128.5,0,1,0
"r1a","infrequent_to_annual_reversal",2010,17,4,147.5,0.5,2,0.0225968525664697
"r1a","infrequent_to_annual_reversal",2010,18,4,98.5,15,2,0.390469594524361
"r1a","infrequent_to_annual_reversal",2010,19,4,98.5,3.5,2,0.149431240879653
"r1a","infrequent_to_annual_reversal",2010,20,4,65.5,15.5,2,0.488186133513925
"r1a","infrequent_to_annual_reversal",2011,1,1,110,0.5,2,0.028940709673773
"r1a","infrequent_to_annual_reversal",2011,2,1,151,1,2,0.0396091040103976
"r1a","infrequent_to_annual_reversal",2011,3,1,125,0,1,0
"r1a","infrequent_to_annual_reversal",2011,4,1,125.5,0,1,0
"r1a","infrequent_to_annual_reversal",2011,5,1,125,0,1,0
"r1a","infrequent_to_annual_reversal",2011,6,2,125.5,0,1,0
"r1a","infrequent_to_annual_reversal",2011,7,2,117.5,0,1,0
"r1a","infrequent_to_annual_reversal",2011,8,2,95.5,0,1,0
"r1a","infrequent_to_annual_reversal",2011,9,2,95.5,0,1,0
"r1a","infrequent_to_annual_reversal",2011,10,2,151,0,1,0
"r1a","infrequent_to_annual_reversal",2011,11,3,128,0,1,0
"r1a","infrequent_to_annual_reversal",2011,12,3,68.5,0,1,0
"r1a","infrequent_to_annual_reversal",2011,13,3,117.5,0.5,2,0.0273801278057908
"r1a","infrequent_to_annual_reversal",2011,14,3,112.5,0,1,0
"r1a","infrequent_to_annual_reversal",2011,15,3,98.5,0,1,0
"r1a","infrequent_to_annual_reversal",2011,16,4,128.5,0.5,2,0.0253915468670768
"r1a","infrequent_to_annual_reversal",2011,17,4,147.5,1,2,0.040385255027054
"r1a","infrequent_to_annual_reversal",2011,18,4,99,15,2,0.389377236290482
"r1a","infrequent_to_annual_reversal",2011,19,4,121,3.5,2,0.128118355206453
"r1a","infrequent_to_annual_reversal",2011,20,4,95.5,15.5,2,0.404308786845496
"r1a","infrequent_to_annual_reversal",2012,1,1,110,0.5,2,0.028940709673773
"r1a","infrequent_to_annual_reversal",2012,2,1,128.5,0.5,2,0.0253915468670768
"r1a","infrequent_to_annual_reversal",2012,3,1,125,0,1,0
"r1a","infrequent_to_annual_reversal",2012,4,1,125.5,0,1,0
"r1a","infrequent_to_annual_reversal",2012,5,1,125,0,1,0
"r1a","infrequent_to_annual_reversal",2012,6,2,128.5,0,1,0
"r1a","infrequent_to_annual_reversal",2012,7,2,117.5,0,1,0
"r1a","infrequent_to_annual_reversal",2012,8,2,96,0,1,0
"r1a","infrequent_to_annual_reversal",2012,9,2,95.5,0,1,0
"r1a","infrequent_to_annual_reversal",2012,10,2,151,0,1,0
"r1a","infrequent_to_annual_reversal",2012,11,3,128,0,1,0
"r1a","infrequent_to_annual_reversal",2012,12,3,68.5,0,1,0
"r1a","infrequent_to_annual_reversal",2012,13,3,117.5,0.5,2,0.0273801278057908
"r1a","infrequent_to_annual_reversal",2012,14,3,112.5,0,1,0
"r1a","infrequent_to_annual_reversal",2012,15,3,98.5,0,1,0
"r1a","infrequent_to_annual_reversal",2012,16,4,128.5,0,1,0
"r1a","infrequent_to_annual_reversal",2012,17,4,125,0.5,2,0.0259898735319368
"r1a","infrequent_to_annual_reversal",2012,18,4,81.5,15,2,0.432031099882259
"r1a","infrequent_to_annual_reversal",2012,19,4,121,3.5,2,0.128118355206453
"r1a","infrequent_to_annual_reversal",2012,20,4,95.5,18.5,2,0.443432525775745
"r1a","infrequent_to_annual_reversal",2013,1,1,110,0.5,2,0.028940709673773
"r1a","infrequent_to_annual_reversal",2013,2,1,128.5,0.5,2,0.0253915468670768
"r1a","infrequent_to_annual_reversal",2013,3,1,148,0,1,0
"r1a","infrequent_to_annual_reversal",2013,4,1,125.5,0,1,0
"r1a","infrequent_to_annual_reversal",2013,5,1,125,0,1,0
"r1a","infrequent_to_annual_reversal",2013,6,2,128.5,0,1,0
"r1a","infrequent_to_annual_reversal",2013,7,2,148,0,1,0
"r1a","infrequent_to_annual_reversal",2013,8,2,126,0,1,0
"r1a","infrequent_to_annual_reversal",2013,9,2,125.5,0,1,0
"r1a","infrequent_to_annual_reversal",2013,10,2,151,0,1,0
"r1a","infrequent_to_annual_reversal",2013,11,3,101,0,1,0
"r1a","infrequent_to_annual_reversal",2013,12,3,68.5,0,1,0
"r1a","infrequent_to_annual_reversal",2013,13,3,117.5,0.5,2,0.0273801278057908
"r1a","infrequent_to_annual_reversal",2013,14,3,112.5,0,1,0
"r1a","infrequent_to_annual_reversal",2013,15,3,98.5,0.5,2,0.0317461490713851
"r1a","infrequent_to_annual_reversal",2013,16,4,128.5,0,1,0
"r1a","infrequent_to_annual_reversal",2013,17,4,125,4,2,0.138227950041771
"r1a","infrequent_to_annual_reversal",2013,18,4,51.5,32.5,2,0.667343394100468
"r1a","infrequent_to_annual_reversal",2013,19,4,98.5,15,2,0.390469594524361
"r1a","infrequent_to_annual_reversal",2013,20,4,128.5,18.5,2,0.378421547658723
"r1b","infrequent_to_annual_reversal",2000,1,1,39.5,0.5,2,0.0671968803626978
"r1b","infrequent_to_annual_reversal",2000,2,1,51,0,1,0
"r1b","infrequent_to_annual_reversal",2000,3,1,66,63.5,2,0.692960827098603
"r1b","infrequent_to_annual_reversal",2000,4,1,103.5,0,1,0
"r1b","infrequent_to_annual_reversal",2000,5,1,51.5,0,1,0
"r1b","infrequent_to_annual_reversal",2000,6,2,22.5,0,1,0
"r1b","infrequent_to_annual_reversal",2000,7,2,69.5,0,1,0
